icon_name,icon_caption,category
close,Close,navigation
expand_more,Expand More,navigation
arrow_left,Arrow Left,navigation
maps_home_work,Maps Home Work,navigation
east,East,navigation
south_west,South West,navigation
short_text,Short Text,editor
format_italic,Format Italic,editor
publish,Publish,editor
format_align_left,Format Align Left,editor
align_horizontal_right,Align Horizontal Right,editor
pie_chart,Pie Chart,editor
space_bar,Space Bar,editor
format_list_bulleted,Format List Bulleted,editor
text_decrease,Text Decrease,editor
border_clear,Border Clear,editor
height,Height,editor
vertical_align_top,Vertical Align Top,editor
type_specimen,Type Specimen,editor
format_indent_decrease,Format Indent Decrease,editor
numbers,Numbers,editor
vertical_align_bottom,Vertical Align Bottom,editor
move_down,Move Down,editor
border_style,Border Style,editor
strikethrough_s,Strikethrough S,editor
vertical_distribute,Vertical Distribute,editor
table_chart,Table Chart,editor
table_rows,Table Rows,editor
format_indent_increase,Format Indent Increase,editor
drag_handle,Drag Handle,editor
data_array,Data Array,editor
shape_line,Shape Line,editor
format_underlined,Format Underlined,editor
pentagon,Pentagon,editor
bar_chart,Bar Chart,editor
align_horizontal_left,Align Horizontal Left,editor
format_list_numbered_rtl,Format List Numbered Rtl,editor
format_quote,Format Quote,editor
border_horizontal,Border Horizontal,editor
padding,Padding,editor
align_vertical_top,Align Vertical Top,editor
border_left,Border Left,editor
border_outer,Border Outer,editor
subscript,Subscript,editor
linear_scale,Linear Scale,editor
format_align_justify,Format Align Justify,editor
border_right,Border Right,editor
mode_edit_outline,Mode Edit Outline,editor
line_axis,Line Axis,editor
functions,Functions,editor
format_clear,Format Clear,editor
align_horizontal_center,Align Horizontal Center,editor
insert_chart,Insert Chart,editor
format_color_reset,Format Color Reset,editor
border_vertical,Border Vertical,editor
border_inner,Border Inner,editor
insert_comment,Insert Comment,editor
schema,Schema,editor
notes,Notes,editor
add_comment,Add Comment,editor
score,Score,editor
checklist,Checklist,editor
mode_edit,Mode Edit,editor
checklist_rtl,Checklist Rtl,editor
hexagon,Hexagon,editor
format_list_bulleted_add,Format List Bulleted Add,editor
wrap_text,Wrap Text,editor
align_vertical_bottom,Align Vertical Bottom,editor
mode_comment,Mode Comment,editor
format_list_numbered,Format List Numbered,editor
scatter_plot,Scatter Plot,editor
merge_type,Merge Type,editor
polyline,Polyline,editor
format_color_text,Format Color Text,editor
auto_graph,Auto Graph,editor
text_increase,Text Increase,editor
multiline_chart,Multiline Chart,editor
pie_chart_outline,Pie Chart Outline,editor
vertical_align_center,Vertical Align Center,editor
format_line_spacing,Format Line Spacing,editor
border_color,Border Color,editor
highlight,Highlight,editor
format_align_center,Format Align Center,editor
horizontal_distribute,Horizontal Distribute,editor
monetization_on,Monetization On,editor
format_textdirection_r_to_l,Format Textdirection R To L,editor
stacked_line_chart,Stacked Line Chart,editor
mode,Mode,editor
draw,Draw,editor
data_object,Data Object,editor
money_off_csred,Money Off Csred,editor
format_size,Format Size,editor
edit_note,Edit Note,editor
superscript,Superscript,editor
insert_link,Insert Link,editor
insert_chart_outlined,Insert Chart Outlined,editor
format_textdirection_l_to_r,Format Textdirection L To R,editor
add_chart,Add Chart,editor
pie_chart_outlined,Pie Chart Outlined,editor
horizontal_rule,Horizontal Rule,editor
format_paint,Format Paint,editor
border_top,Border Top,editor
format_color_fill,Format Color Fill,editor
title,Title,editor
format_align_right,Format Align Right,editor
format_strikethrough,Format Strikethrough,editor
rectangle,Rectangle,editor
align_vertical_center,Align Vertical Center,editor
insert_photo,Insert Photo,editor
query_stats,Query Stats,editor
move_up,Move Up,editor
square,Square,editor
bubble_chart,Bubble Chart,editor
attach_file,Attach File,editor
area_chart,Area Chart,editor
margin,Margin,editor
border_all,Border All,editor
border_bottom,Border Bottom,editor
insert_drive_file,Insert Drive File,editor
insert_emoticon,Insert Emoticon,editor
money_off,Money Off,editor
post_add,Post Add,editor
candlestick_chart,Candlestick Chart,editor
format_shapes,Format Shapes,editor
insert_invitation,Insert Invitation,editor
attach_money,Attach Money,editor
text_fields,Text Fields,editor
insert_page_break,Insert Page Break,editor
format_bold,Format Bold,editor
show_chart,Show Chart,editor
stay_primary_portrait,Stay Primary Portrait,communication
stay_current_portrait,Stay Current Portrait,communication
location_on,Location On,communication
mark_chat_unread,Mark Chat Unread,communication
call,Call,communication
read_more,Read More,communication
pause_presentation,Pause Presentation,communication
clear_all,Clear All,communication
qr_code_2,Qr Code 2,communication
mobile_screen_share,Mobile Screen Share,communication
desktop_access_disabled,Desktop Access Disabled,communication
3p,3p,communication
key_off,Key Off,communication
rss_feed,Rss Feed,communication
comments_disabled,Comments Disabled,communication
contact_emergency,Contact Emergency,communication
send_time_extension,Send Time Extension,communication
phone_disabled,Phone Disabled,communication
present_to_all,Present To All,communication
vpn_key,Vpn Key,communication
print_disabled,Print Disabled,communication
hourglass_bottom,Hourglass Bottom,communication
stay_current_landscape,Stay Current Landscape,communication
chat,Chat,communication
phone_enabled,Phone Enabled,communication
import_contacts,Import Contacts,communication
comment,Comment,communication
hub,Hub,communication
contact_mail,Contact Mail,communication
cell_wifi,Cell Wifi,communication
location_off,Location Off,communication
invert_colors_off,Invert Colors Off,communication
co_present,Co Present,communication
screen_share,Screen Share,communication
import_export,Import Export,communication
mark_chat_read,Mark Chat Read,communication
sentiment_satisfied_alt,Sentiment Satisfied Alt,communication
speaker_phone,Speaker Phone,communication
stay_primary_landscape,Stay Primary Landscape,communication
qr_code_scanner,Qr Code Scanner,communication
phonelink_erase,Phonelink Erase,communication
wifi_calling,Wifi Calling,communication
call_received,Call Received,communication
dialpad,Dialpad,communication
chat_bubble_outline,Chat Bubble Outline,communication
mail_outline,Mail Outline,communication
mark_unread_chat_alt,Mark Unread Chat Alt,communication
portable_wifi_off,Portable Wifi Off,communication
add_ic_call,Add Ic Call,communication
domain_verification,Domain Verification,communication
no_sim,No Sim,communication
more_time,More Time,communication
dialer_sip,Dialer Sip,communication
key,Key,communication
sip,Sip,communication
swap_calls,Swap Calls,communication
app_registration,App Registration,communication
call_end,Call End,communication
spoke,Spoke,communication
call_split,Call Split,communication
document_scanner,Document Scanner,communication
call_missed,Call Missed,communication
textsms,Textsms,communication
forward_to_inbox,Forward To Inbox,communication
phonelink_setup,Phonelink Setup,communication
contacts,Contacts,communication
call_missed_outgoing,Call Missed Outgoing,communication
chat_bubble,Chat Bubble,communication
list_alt,List Alt,communication
message,Message,communication
vpn_key_off,Vpn Key Off,communication
hourglass_top,Hourglass Top,communication
call_made,Call Made,communication
mail_lock,Mail Lock,communication
unsubscribe,Unsubscribe,communication
mark_email_unread,Mark Email Unread,communication
cancel_presentation,Cancel Presentation,communication
duo,Duo,communication
qr_code,Qr Code,communication
domain_disabled,Domain Disabled,communication
email,Email,communication
voicemail,Voicemail,communication
person_search,Person Search,communication
alternate_email,Alternate Email,communication
forum,Forum,communication
mark_email_read,Mark Email Read,communication
person_add_disabled,Person Add Disabled,communication
phone,Phone,communication
live_help,Live Help,communication
rtt,Rtt,communication
contact_phone,Contact Phone,communication
business,Business,communication
phonelink_lock,Phonelink Lock,communication
nat,Nat,communication
cell_tower,Cell Tower,communication
ring_volume,Ring Volume,communication
phonelink_ring,Phonelink Ring,communication
stop_screen_share,Stop Screen Share,communication
call_merge,Call Merge,communication
pallet,Pallet,hardware
tablet_mac,Tablet Mac,hardware
headset,Headset,hardware
watch,Watch,hardware
connected_tv,Connected Tv,hardware
phonelink,Phonelink,hardware
cast_connected,Cast Connected,hardware
keyboard_double_arrow_up,Keyboard Double Arrow Up,hardware
smart_screen,Smart Screen,hardware
keyboard_option_key,Keyboard Option Key,hardware
keyboard_return,Keyboard Return,hardware
developer_board,Developer Board,hardware
keyboard_arrow_right,Keyboard Arrow Right,hardware
speaker,Speaker,hardware
keyboard_double_arrow_right,Keyboard Double Arrow Right,hardware
videogame_asset,Videogame Asset,hardware
point_of_sale,Point Of Sale,hardware
headphones_battery,Headphones Battery,hardware
phone_iphone,Phone Iphone,hardware
keyboard_tab,Keyboard Tab,hardware
sim_card,Sim Card,hardware
headphones,Headphones,hardware
home_mini,Home Mini,hardware
phonelink_off,Phonelink Off,hardware
keyboard_command_key,Keyboard Command Key,hardware
desktop_windows,Desktop Windows,hardware
phone_android,Phone Android,hardware
earbuds_battery,Earbuds Battery,hardware
tablet,Tablet,hardware
home_max,Home Max,hardware
keyboard,Keyboard,hardware
mouse,Mouse,hardware
smart_display,Smart Display,hardware
forklift,Forklift,hardware
front_loader,Front Loader,hardware
device_unknown,Device Unknown,hardware
watch_off,Watch Off,hardware
cast,Cast,hardware
keyboard_double_arrow_down,Keyboard Double Arrow Down,hardware
router,Router,hardware
keyboard_voice,Keyboard Voice,hardware
cast_for_education,Cast For Education,hardware
browser_updated,Browser Updated,hardware
keyboard_hide,Keyboard Hide,hardware
tv,Tv,hardware
keyboard_arrow_down,Keyboard Arrow Down,hardware
laptop,Laptop,hardware
conveyor_belt,Conveyor Belt,hardware
smartphone,Smartphone,hardware
videogame_asset_off,Videogame Asset Off,hardware
device_hub,Device Hub,hardware
dock,Dock,hardware
laptop_mac,Laptop Mac,hardware
security,Security,hardware
adf_scanner,Adf Scanner,hardware
memory,Memory,hardware
keyboard_arrow_left,Keyboard Arrow Left,hardware
keyboard_capslock,Keyboard Capslock,hardware
devices_other,Devices Other,hardware
headset_mic,Headset Mic,hardware
browser_not_supported,Browser Not Supported,hardware
power_input,Power Input,hardware
monitor,Monitor,hardware
keyboard_arrow_up,Keyboard Arrow Up,hardware
keyboard_backspace,Keyboard Backspace,hardware
speaker_group,Speaker Group,hardware
smart_toy,Smart Toy,hardware
start,Start,hardware
computer,Computer,hardware
toys,Toys,hardware
gamepad,Gamepad,hardware
tablet_android,Tablet Android,hardware
trolley,Trolley,hardware
keyboard_alt,Keyboard Alt,hardware
laptop_windows,Laptop Windows,hardware
headset_off,Headset Off,hardware
scanner,Scanner,hardware
desktop_mac,Desktop Mac,hardware
keyboard_control_key,Keyboard Control Key,hardware
earbuds,Earbuds,hardware
laptop_chromebook,Laptop Chromebook,hardware
keyboard_double_arrow_left,Keyboard Double Arrow Left,hardware
developer_board_off,Developer Board Off,hardware
